Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
12	35.66431	2.6811879	38.672432	32.569927	1000.0	1.6232959	2.8195605	19.76915	-0.8551556	52000	3.8146974e-09	0.51470774	-0.0022794674	-0.15040624	0.8067699	0.015002058	0.16975	3.0	54.91626453399658
13	32.919395	3.459579	36.31869	27.431465	1000.0	1.0155022	3.034468	20.67014	-1.4092262	56000	-8.732081e-09	0.37410083	-0.011307361	-0.1042169	0.80612963	0.0067956233	0.08	79.0	59.26504850387573
14	35.40956	1.5598794	36.79371	32.76125	1000.0	1.4633534	2.9594028	21.101183	-0.45557776	60000	-1.2874604e-08	0.3369714	-0.009979235	-0.097138226	0.78110623	0.0053901463	0.04125	79.0	63.54197692871094
15	35.50807	0.69727004	36.613964	34.90806	1000.0	1.2629886	3.1383762	21.493845	-1.1409669	64000	2.384186e-10	0.25474763	-0.0013326261	-0.04786496	0.7705791	0.016895665	0.2215	3.0	67.32918357849121
16	37.27838	1.9160429	39.571312	34.846653	1000.0	1.6924012	2.9386647	21.83254	-1.4206901	68000	1.4066696e-08	0.3679424	-0.0030285746	-0.071608394	0.7704855	0.016948242	0.241	5.0	71.13198518753052
17	36.430283	4.173549	40.506363	30.057438	1000.0	1.271643	3.0524473	21.811802	-1.5530429	72000	-1.5735626e-08	0.42928955	-0.003764418	-0.12085584	0.7701828	0.015110771	0.226	3.0	74.89035320281982
18	36.50813	0.9865265	37.54471	34.909477	1000.0	1.9146334	3.064644	21.566368	-0.13683632	76000	1.26361845e-08	0.29489088	-0.0051045497	-0.107013434	0.77001005	0.022112058	0.37025	4.0	78.92869305610657
19	34.71193	3.7575383	40.390003	30.93136	1000.0	1.2451053	3.061909	21.872917	-1.9723322	80000	1.6689301e-09	0.31106085	-0.012925165	-0.094389975	0.7697544	0.007239147	0.088	79.0	83.79630446434021
20	36.81224	1.9417355	39.54309	34.05584	1000.0	1.3768233	2.8845537	21.862411	-0.73920715	84000	1.525879e-08	0.18753149	-0.010943056	-0.046891794	0.7479558	0.0076776566	0.06325	79.0	88.4080867767334
21	36.23887	1.8778148	38.352898	33.69751	1000.0	1.5350225	3.0224018	22.23773	-1.6746594	88000	-4.768372e-10	0.25999776	-0.011325304	-0.05309269	0.7314377	0.0043352493	0.06	79.0	93.57212090492249
22	36.830894	0.98955256	37.985485	35.25608	1000.0	1.3658205	3.0070152	22.787369	-0.7155868	92000	-1.1920929e-09	0.18416043	-0.011693021	-0.028108507	0.7248229	0.010032388	0.0845	79.0	98.34116506576538
23	38.052185	1.8885694	41.01329	36.095387	1000.0	1.3330288	3.0687628	23.391834	-0.4513177	96000	-8.46386e-09	0.20931387	-0.00843276	-0.046594635	0.7039165	0.004118706	0.04025	79.0	102.99759030342102
24	37.788746	1.9479092	39.812485	34.61096	1000.0	1.4914949	3.075406	23.789413	-0.51756585	100000	5.00679e-09	0.13600315	-0.011988956	-0.009703919	0.70583135	0.008515125	0.05025	79.0	108.17715239524841
25	39.570732	0.9359763	40.49757	38.45125	1000.0	1.4884816	3.1242344	24.075459	-0.64418304	104000	-1.2874604e-08	0.12875676	-0.008930243	-0.031903453	0.7134737	0.005755583	0.0525	79.0	112.6765685081482
26	38.58685	0.42182618	39.085182	37.943993	1000.0	1.6012723	3.1162355	24.228266	-0.94306636	108000	1.4781952e-08	0.13513461	-0.008249285	-0.02200652	0.7139255	0.007121268	0.04925	79.0	117.11816644668579
27	38.16468	1.072821	39.14391	36.3855	1000.0	1.5281515	3.1951747	23.821888	-1.478256	112000	2.1457671e-09	0.18075913	-0.008441984	-0.024008885	0.71164536	0.005498976	0.04275	79.0	122.2384397983551
28	36.84227	1.2776831	37.757793	34.645203	1000.0	1.5181111	3.1935415	24.02801	-1.667678	116000	-1.45435335e-08	0.17706002	-0.011833766	-0.030399084	0.704328	0.006393844	0.0595	79.0	127.08777928352356
29	37.90571	0.8264077	38.92134	36.970158	1000.0	1.4518169	3.166206	23.469118	-1.5823656	120000	1.1205673e-08	0.19903794	-0.01175308	-0.057953075	0.70378953	0.0037996843	0.07275	79.0	131.44610047340393
30	39.46846	1.2490476	40.99687	37.66525	1000.0	1.419759	3.2105982	24.232769	-1.5615048	124000	2.2649764e-09	0.14159562	-0.009249021	-0.025063649	0.6812334	0.004029833	0.05475	79.0	136.1894690990448
