Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
10	-132.43979	165.16318	-3.0018432	-411.10638	345.9	-36.844906	8.168878	-0.07185277	-62.18083	44000	-1.1920929e-09	140.73997	-0.04848054	-12.741928	0.85571814	0.0053745266	0.20575	79.0	82.39410400390625
11	-81.39324	104.36462	-2.1225636	-400.47345	231.29411	-33.555107	8.676551	-0.15357125	-59.145016	48000	5.9604643e-10	298.72244	-0.051001806	-80.41113	0.840766	0.008037636	0.22675	79.0	90.13438296318054
12	-43.279053	73.11257	18.307165	-323.16125	141.5	-23.168364	7.372274	-0.046448626	-51.94509	52000	1.0251999e-08	305.08728	-0.016710613	-28.270996	0.8286509	0.015530486	0.25175	9.0	96.42195892333984
13	-33.43873	83.732254	73.61553	-367.3412	120.71875	-22.71981	7.805767	-0.07132312	-44.150383	56000	8.8214875e-09	308.72263	-0.013962841	-34.59192	0.8278106	0.01585844	0.2355	9.0	102.47065424919128
14	-37.31822	55.09876	16.079859	-279.45828	116.94118	-18.465801	9.136708	0.5565417	-54.913048	60000	1.3828277e-08	268.24695	-0.013943833	-21.232986	0.82634366	0.017665459	0.2475	8.0	109.11309289932251
15	-38.338696	93.612915	48.426277	-376.2843	144.0	-22.700333	9.152141	0.48811793	-46.724094	64000	-2.384186e-10	204.07478	-0.011552286	-21.298141	0.8247026	0.015175763	0.18175	7.0	115.83794355392456
16	-70.5942	127.8171	58.56229	-380.39142	224.47058	-24.435707	8.949324	0.15904523	-48.79071	68000	-9.536744e-10	189.8384	-0.049711898	-20.766495	0.8231467	0.008072649	0.21475	79.0	122.98731088638306
17	-81.505455	120.863556	26.122639	-331.8363	264.0	-27.847483	8.602583	0.046807602	-47.283436	72000	2.026558e-09	97.11824	-0.014797968	-11.343155	0.8101858	0.016172817	0.211	8.0	129.58533453941345
18	-84.56805	102.341286	14.595258	-294.9679	307.53845	-26.280615	8.35911	0.020080894	-51.6379	76000	1.1920929e-09	110.07133	-0.05143252	-20.691261	0.8090371	0.010336368	0.239	79.0	136.94373393058777
19	-69.259636	100.18872	7.315058	-279.17786	303.76923	-22.564472	6.568581	-0.14037146	-36.82244	80000	1.3113022e-09	121.98537	-0.052450716	-9.586082	0.796026	0.0051385215	0.23725	79.0	144.12974619865417
20	-36.082314	74.0676	19.15303	-282.87598	208.52632	-18.795727	6.9081793	-0.28869596	-38.54106	84000	-6.9141386e-09	144.63275	-0.017453074	-25.0915	0.7853656	0.016266327	0.21225	7.0	151.00592136383057
21	-57.144398	94.27891	28.826427	-326.9967	257.8	-18.167278	7.2363076	-0.059105948	-35.874233	88000	1.2397766e-08	203.09024	-0.011077223	-36.023987	0.78398365	0.016525296	0.236	8.0	157.20178484916687
22	-50.425114	92.971	13.062649	-299.8008	221.28572	-21.377699	7.0295763	-0.38150743	-41.958775	92000	-1.5974045e-08	181.37245	-0.015134056	-20.266098	0.7819589	0.015429116	0.25975	9.0	163.16934895515442
23	-36.248024	55.76688	25.768044	-209.64778	199.23529	-19.575304	5.876443	-0.5826906	-38.09642	96000	1.3113022e-09	98.90651	-0.014476195	-16.920288	0.77972376	0.015252632	0.2265	7.0	169.09246516227722
24	-29.613785	49.71178	12.533793	-188.41971	166.30435	-15.419706	5.4091077	-0.49022183	-33.79004	100000	7.390976e-09	128.2821	-0.054960225	-23.784477	0.7780427	0.01175004	0.2495	79.0	176.83667063713074
25	-51.723343	78.86657	64.449745	-185.63371	407.66666	-15.855033	5.4729385	-0.27436906	-32.06015	104000	-6.556511e-09	101.14362	-0.014672551	-7.933609	0.7658834	0.015508219	0.23075	10.0	183.6086220741272
26	-17.248983	46.684162	71.98757	-144.24823	216.88235	-12.994817	6.189245	-0.24796763	-30.226046	108000	2.3841857e-09	263.11127	-0.015692784	-28.623123	0.76398265	0.01552604	0.2705	8.0	189.9721164703369
27	-72.05279	89.809944	25.101112	-228.07214	427.44446	-11.3354025	5.401327	0.19036041	-28.61692	112000	1.2278557e-08	185.05675	-0.011195372	-25.130661	0.7621753	0.017312437	0.18325	7.0	196.1187400817871
28	-31.779879	63.882534	96.1461	-162.53616	276.81818	-14.412158	5.479958	-0.32843402	-31.296728	116000	3.8146974e-09	141.42152	-0.01390459	-6.7881775	0.76062685	0.015091041	0.18175	6.0	202.5159411430359
29	-32.453224	53.522755	15.953375	-196.49527	203.63158	-12.056775	5.7083793	-0.17487769	-28.863401	120000	1.7404556e-08	127.710976	-0.011435855	-12.459412	0.75919	0.016155662	0.2585	8.0	209.10275197029114
30	-25.506426	52.88264	50.21023	-217.28285	152.76923	-11.378138	4.735187	-0.20225608	-28.901123	124000	1.3113022e-08	221.9612	-0.049923755	-15.759369	0.75732976	0.011309085	0.23025	79.0	217.03666496276855
31	-22.654491	38.989887	24.002047	-140.87025	137.7931	-12.514137	5.625708	-0.20703524	-35.23895	128000	3.218651e-09	261.75574	-0.053255748	-23.72725	0.7443379	0.011253627	0.22025	79.0	224.3423535823822
32	-14.613095	45.694	42.558723	-129.68826	208.47368	-12.433789	5.095663	0.37420934	-31.448618	132000	-7.867813e-09	271.27347	-0.05416059	-34.05493	0.7365362	0.011786745	0.238	79.0	231.16629791259766
33	-24.556341	55.86123	40.15958	-168.43712	281.92856	-9.06528	3.9809463	0.17476754	-25.135567	136000	-2.0980835e-08	175.98213	-0.01678392	-17.445328	0.7274061	0.016972903	0.19525	7.0	236.98397183418274
34	-15.361159	24.755432	17.536001	-59.326492	241.61539	-7.33075	2.8576307	0.30031013	-21.98054	140000	-1.7762185e-08	67.796875	-0.011518932	-3.7481308	0.7264817	0.01505195	0.22775	7.0	242.96684527397156
35	-13.374349	47.289608	31.073473	-149.14395	166.85715	-6.872004	3.1028311	0.36881053	-17.784683	144000	-5.3644182e-09	170.27153	-0.012729842	-21.97194	0.72494966	0.016173294	0.21975	8.0	249.02197265625
36	-24.207237	58.868153	39.7211	-176.08289	213.44444	-9.591341	4.51557	0.41858292	-29.036167	148000	2.384186e-10	201.44263	-0.013774453	-6.598175	0.72314686	0.0152529	0.26575	9.0	255.35516619682312
37	-0.41474545	28.922443	47.500584	-91.061104	218.23529	-8.913848	4.382043	0.9807772	-24.156975	152000	-9.298325e-09	168.3659	-0.015002767	-36.522675	0.7213469	0.016340625	0.23025	7.0	262.45780634880066
38	-17.818365	46.66845	47.594524	-107.5501	284.42856	-3.7337694	2.45561	0.6917694	-17.708162	156000	-4.053116e-09	147.50592	-0.012875969	-6.4035034	0.7198651	0.015102941	0.239	8.0	270.34586668014526
39	-10.076794	39.543926	60.850403	-100.13004	219.05556	-5.8305507	3.0085204	1.2518545	-20.750347	160000	-1.1980534e-08	91.5142	-0.012488042	-4.07222	0.7179473	0.016999701	0.2235	7.0	277.5808982849121
40	-16.89099	27.236513	16.418213	-78.4962	355.0909	-5.6753006	3.1432862	1.84147	-21.31277	164000	1.7881394e-08	147.63687	-0.011830898	-8.029709	0.71627283	0.016486732	0.2125	7.0	284.36818528175354
41	-12.835003	24.31263	18.502993	-58.086044	453.625	-5.948506	3.2618992	1.9977553	-19.607723	168000	2.861023e-09	114.19572	-0.012874274	-12.278259	0.71464056	0.017383246	0.225	8.0	290.98026871681213
42	-14.503553	39.90525	41.849518	-114.583305	214.0	-3.173342	2.9390798	2.5855954	-16.226479	172000	-1.2397766e-08	177.97803	-0.014089618	-23.195663	0.7124238	0.01746429	0.20175	7.0	297.8080983161926
43	1.6344566	44.929085	91.43865	-66.09411	248.0	-5.952159	4.721283	4.312268	-24.26954	176000	2.4199485e-08	181.90503	-0.05531107	-40.74243	0.7102689	0.013586488	0.25725	79.0	305.80797719955444
44	9.511009	33.153008	81.459785	-52.75782	323.0	-2.0357122	7.330887	19.274881	-23.851706	180000	-1.013279e-08	272.01553	-0.052493587	-47.89035	0.69674635	0.008914893	0.2235	79.0	313.7787480354309
45	5.862865	31.721119	57.172344	-81.83442	300.23077	-0.63868064	6.9682064	25.398386	-20.74226	184000	-1.2159347e-08	143.94582	-0.016118707	-20.75879	0.6884734	0.015429825	0.232	10.0	321.49332880973816
46	-15.602411	44.627823	49.515514	-169.89647	190.0	0.41365632	6.02367	23.726805	-16.2562	188000	-1.4781952e-08	315.24313	-0.054512966	-110.6532	0.68725806	0.007018731	0.24375	79.0	329.21393752098083
47	24.08917	31.918873	138.71852	-13.479562	148.03703	-5.66984	3.858611	16.296146	-29.82251	192000	1.0251999e-08	372.46558	-0.043907546	-240.40688	0.6773098	0.015101107	0.194	44.0	337.85209941864014
48	12.911875	65.5774	91.87271	-69.78033	727.4	3.9945838	4.821547	21.244677	-5.5486207	196000	6.3180923e-09	145.12427	-0.015457138	-26.35131	0.6696814	0.0154089155	0.22075	7.0	344.910835981369
49	26.193352	40.331738	137.35344	-19.823484	243.5	3.6810222	4.5246544	20.992569	-10.069151	200000	5.90086e-09	181.47397	-0.01362628	-28.818665	0.6684542	0.016435722	0.2655	8.0	351.78774785995483
50	23.547987	17.92017	50.436493	-9.201418	301.84616	5.330468	5.954538	20.840343	-13.147741	204000	-1.6570091e-08	103.79038	-0.013716317	-15.819664	0.6669822	0.015859699	0.206	6.0	361.4226806163788
51	18.27824	32.415123	117.71841	-43.8485	195.6	4.422035	5.337813	17.994696	-14.631616	208000	-1.9043684e-08	179.57169	-0.010281353	-21.35617	0.6657719	0.01630717	0.23175	6.0	372.03235483169556
52	37.284332	25.477036	90.22358	-1.702522	422.5	3.1041873	5.163836	27.000193	-12.740473	212000	-1.9073487e-09	99.95423	-0.012602438	-23.508797	0.66455454	0.015391651	0.25375	9.0	381.1817560195923
53	23.170008	34.184074	110.61363	-38.28313	161.54167	8.207017	7.197005	29.917519	-11.4298315	216000	5.722046e-09	149.69179	-0.015163965	-25.03469	0.66238385	0.015114912	0.202	6.0	389.50827717781067
54	31.786324	28.975693	74.1355	-16.054447	449.0	5.4235206	4.2958436	24.605108	-5.5550685	220000	-8.642673e-09	97.447845	-0.0103093535	-12.448639	0.6610509	0.016438395	0.23875	7.0	398.16378235816956
55	17.31404	25.979939	99.96546	-8.294412	232.35294	6.0192165	5.463977	23.205776	-13.414851	224000	-2.1457671e-09	142.87833	-0.013903509	-36.96118	0.6597502	0.016618973	0.22275	7.0	406.474160194397
56	29.234167	46.5668	137.39641	-28.382273	353.18182	4.6932187	2.4712358	22.930502	-1.4540212	228000	1.5974045e-08	110.201645	-0.013033727	-16.650406	0.65853506	0.015803818	0.2395	7.0	413.60095858573914
57	24.331043	23.162027	58.909534	-15.780497	382.9	4.8535137	4.4074755	24.909117	-8.265494	232000	-3.3378602e-09	140.32887	-0.012638458	-21.983368	0.65706444	0.016282776	0.219	8.0	420.5731122493744
58	30.357927	56.61686	231.4846	-4.260535	258.6	4.432969	3.462489	24.211506	-4.3826513	236000	-3.182888e-08	234.50758	-0.014826694	-46.567047	0.65529925	0.017023453	0.19525	7.0	427.6200113296509
59	25.311398	20.029701	76.94905	-22.250338	209.26315	7.0806828	5.3891277	39.704964	-13.753052	240000	-5.9604646e-09	128.24408	-0.012005688	-33.782166	0.65376097	0.015254598	0.1835	6.0	434.6868200302124
60	25.265577	43.12822	143.35725	-24.278162	242.5	5.0512037	4.20127	27.093319	-9.724494	244000	-8.225441e-09	178.46686	-0.011575363	-37.114883	0.6524738	0.016193623	0.20125	8.0	441.67908215522766
61	31.421642	29.648985	83.158806	-8.154683	259.8	7.6574874	6.142641	39.054405	-4.815821	248000	-9.536744e-10	146.32391	-0.0140677495	-32.95807	0.6506303	0.015928369	0.239	7.0	450.02689027786255
62	19.8084	39.847847	119.34673	-20.673986	266.92856	6.7214766	3.848248	26.819143	-11.780046	252000	-1.3589859e-08	120.10071	-0.013658413	-23.334412	0.6491664	0.01697522	0.22575	7.0	460.7073378562927
63	18.934618	44.500874	116.81264	-47.341446	221.11765	7.89093	5.90559	33.84046	-13.428227	256000	2.6226044e-09	248.59204	-0.012525189	-56.08351	0.6478677	0.018823784	0.2385	7.0	470.33762097358704
64	12.561323	28.23527	66.1051	-37.330856	212.83333	5.3619013	6.943183	35.142883	-13.088698	260000	-1.1444092e-08	170.38467	-0.013815444	-34.91661	0.6465109	0.017251896	0.23525	8.0	478.5001890659332
65	55.82448	51.605	150.31004	3.4424133	360.54544	3.139832	5.224017	30.373758	-13.756137	264000	-9.775162e-09	165.17682	-0.011700311	-78.254974	0.64497614	0.016893677	0.206	7.0	485.6919856071472
66	39.309536	62.180042	141.57764	-102.97027	288.15384	8.233285	7.189384	39.968136	-8.613986	268000	-1.4901161e-09	296.08154	-0.01543455	-99.9852	0.64350647	0.015836066	0.28175	10.0	492.99321603775024
67	33.25429	27.52079	80.69577	-6.319831	443.8889	5.837556	7.742129	35.907593	-29.892841	272000	5.9604646e-09	108.20428	-0.013339804	-44.686787	0.6415935	0.015103531	0.197	7.0	500.76133728027344
68	43.340652	59.459488	221.05801	-29.12104	229.125	7.1331635	4.4971743	31.679182	-19.36542	276000	-7.1525574e-10	268.91797	-0.05297375	-80.44365	0.64020044	0.014914481	0.23425	79.0	512.5725455284119
69	26.693277	30.729218	100.37169	-22.220245	251.28572	8.985397	8.644167	45.681095	-30.693504	280000	-1.45435335e-08	142.51596	-0.015035509	-37.691017	0.63169247	0.016898118	0.24025	8.0	522.2422609329224
70	51.914776	43.378124	127.33	6.610528	224.66667	9.884879	6.8932185	38.23973	-13.76777	284000	3.4570693e-08	321.97217	-0.012429591	-79.682495	0.6309632	0.015149115	0.22475	8.0	530.7363941669464
71	35.65838	41.43145	107.4773	-18.522913	240.625	8.79342	10.189618	41.322857	-25.418913	288000	2.360344e-08	190.04405	-0.013219442	-47.330383	0.62984127	0.017274313	0.2505	8.0	539.3142070770264
72	33.603188	31.418669	111.06551	-6.5853124	242.5	8.325226	6.2652097	37.049442	-13.3389	292000	-6.198883e-09	137.09941	-0.013469504	-31.023918	0.6284843	0.016508877	0.13225	5.0	547.6671895980835
73	26.743835	36.45305	93.01153	-18.01705	664.0	6.7435956	5.133153	31.475222	-8.706476	296000	5.00679e-09	213.58527	-0.012623235	-69.77971	0.62747866	0.015459187	0.24625	8.0	556.1966679096222
74	33.07019	44.625145	124.8203	-9.312063	225.73334	4.218415	5.5271225	39.766663	-30.876305	300000	1.5735626e-08	184.5001	-0.011391538	-86.632324	0.62575203	0.016561061	0.23675	6.0	564.5665817260742
75	25.002506	43.927498	111.80994	-67.31415	222.3125	10.731606	4.73275	32.856678	-6.968898	304000	6.198883e-09	165.65369	-0.012006032	-36.102127	0.62444055	0.017983448	0.252	7.0	572.9331817626953
76	50.48863	68.88092	248.67067	-2.84769	267.30768	7.522515	6.043874	34.279163	-12.272103	308000	1.0251999e-08	235.84468	-0.012137579	-68.33067	0.62289333	0.017517855	0.2195	7.0	581.4542708396912
77	26.738516	29.833902	89.885994	-10.812287	160.47368	12.589443	8.27707	45.29361	-12.839654	312000	-8.5830685e-09	183.32178	-0.012414964	-85.10729	0.6216248	0.015963804	0.23475	9.0	590.0234363079071
78	34.08918	40.84823	123.18991	-53.11567	192.85	8.564604	5.2306147	30.12074	-13.093152	316000	-3.4570693e-09	309.1065	-0.014707547	-82.0632	0.620197	0.017729487	0.2145	7.0	599.269314289093
79	51.877556	52.73087	159.35268	-24.685892	343.44446	7.2627215	6.626381	32.380005	-15.481371	320000	1.29342075e-08	150.89899	-0.012998199	-39.062935	0.6192434	0.016486967	0.252	8.0	608.8522007465363
80	20.383198	30.396662	89.22705	-36.637104	170.8421	11.027948	9.040095	40.985115	-27.838402	324000	7.152557e-09	197.53635	-0.01283353	-80.79203	0.61814684	0.016241232	0.20525	7.0	617.3906178474426
81	52.683483	67.76868	156.57634	-55.07118	571.0	4.2239	5.6734734	32.60403	-17.648659	328000	-2.6226044e-08	98.83389	-0.011841749	-43.098637	0.6171851	0.01664836	0.19725	6.0	626.6826956272125
82	58.85862	46.70368	133.34442	11.2166815	340.63635	10.849303	7.8551455	36.133526	-22.664354	332000	-2.6822091e-09	155.24564	-0.010626776	-58.485474	0.6158751	0.015049151	0.2015	6.0	635.1822400093079
83	32.3298	47.142803	125.95833	-11.73251	278.85715	11.424893	7.199994	35.319984	-10.101986	336000	1.5497207e-08	191.43335	-0.052212544	-44.25685	0.61418164	0.012956071	0.22825	79.0	644.9196691513062
84	55.06859	44.09597	136.14764	-10.118107	255.26666	9.969141	8.199911	33.241028	-18.24333	340000	4.529953e-09	201.57251	-0.05584166	-61.13817	0.6048022	0.010845946	0.248	79.0	655.0001564025879
85	188.70192	59.327084	280.58862	114.89211	1000.0	10.4479885	7.4604487	36.736534	-21.828016	344000	2.026558e-09	175.23381	-0.016227977	-116.35542	0.5919337	0.015519438	0.26775	10.0	663.5902996063232
86	96.806114	58.94668	199.63876	27.411764	572.0	14.727224	7.609641	57.70354	-4.020696	348000	5.841255e-09	95.88142	-0.012636358	-36.098343	0.5905156	0.015228271	0.211	8.0	672.0039918422699
87	69.47398	76.530556	227.30084	-14.65297	350.44446	15.63951	5.9491153	47.971092	-3.9268274	352000	-1.3828277e-08	184.49648	-0.012319853	-49.601257	0.589253	0.01624311	0.203	7.0	679.3475587368011
88	68.9054	60.671917	198.34766	12.526715	444.625	16.80978	6.047455	49.07301	-1.1147645	356000	-1.07288365e-08	120.59942	-0.012984982	-37.166405	0.58814234	0.016540337	0.21075	7.0	686.4604132175446
89	83.47156	50.558872	177.73776	-8.644158	368.5	13.905672	4.375024	37.15443	-4.623042	360000	-3.0875206e-08	240.72275	-0.012018083	-94.90112	0.5869116	0.016682396	0.197	6.0	693.3741497993469
90	84.35219	71.37473	171.82939	-14.306713	728.0	8.334798	9.622042	59.058815	-21.671202	364000	1.31726265e-08	156.23206	-0.013822329	-39.980934	0.58581775	0.01508022	0.225	8.0	700.7006001472473
91	144.66098	62.065395	252.52464	72.10777	466.0	17.968788	11.294737	53.75373	-14.776548	368000	6.198883e-09	260.3802	-0.012119744	-86.19104	0.58426386	0.018204307	0.24325	7.0	707.7965722084045
92	51.249195	61.882027	198.94395	-48.35469	283.0909	18.90855	11.87262	51.65061	-6.4400125	372000	-3.3378602e-09	304.26144	-0.012515942	-183.26997	0.582908	0.015710294	0.255	10.0	715.0305829048157
93	70.63127	85.91599	235.95193	-79.59655	435.33334	10.112907	9.108668	42.299305	-16.43123	376000	-8.34465e-09	228.29663	-0.012812118	-67.621475	0.5812351	0.015588566	0.18625	7.0	722.0583703517914
94	91.94103	58.688084	197.23596	11.865672	392.7	14.735539	8.3691	45.02421	-15.081498	380000	-1.1920929e-09	138.54637	-0.014575628	-37.55208	0.57988524	0.015258969	0.2615	10.0	729.3443593978882
95	91.15024	59.842617	217.59921	31.493704	393.8	14.284963	9.201988	41.1132	-8.022006	384000	4.768372e-10	210.10652	-0.04919359	-43.49608	0.5775977	0.011380703	0.21	79.0	737.486221075058
96	129.80594	117.7088	376.4399	16.919657	463.0	18.008574	7.7256217	39.52299	-16.488798	388000	-1.4781952e-08	204.84264	-0.015207829	-79.522736	0.56933546	0.016625803	0.25875	9.0	744.6335325241089
97	78.61541	83.840096	256.00684	-13.042464	363.3	19.853306	10.428908	53.538715	-17.7434	392000	8.940697e-09	335.08878	-0.0142368395	-129.08534	0.5685829	0.01798188	0.22675	8.0	751.8323459625244
98	113.56018	83.429855	232.15784	-11.939861	570.0	15.85074	7.7513423	40.88701	-17.041721	396000	6.556511e-09	191.03868	-0.011409499	-70.56124	0.56752294	0.015703257	0.20375	7.0	759.1412191390991
99	68.54986	85.891365	274.9605	-6.9881682	261.0	21.251738	6.791264	48.631165	-3.2190373	400000	-1.2993812e-08	231.14262	-0.012335278	-46.855072	0.56657946	0.016183997	0.20725	8.0	766.667174577713
100	105.49403	75.88147	226.43063	-4.447655	414.66666	21.2634	8.274941	53.31107	-3.8521252	404000	-7.390976e-09	267.80292	-0.051957402	-58.371872	0.5655057	0.0149869	0.23475	79.0	774.4739723205566
101	123.59699	86.8812	278.86673	1.4600642	363.36365	24.085474	8.242738	53.335472	-15.787794	408000	-8.106232e-09	346.67758	-0.014693488	-83.20111	0.5587129	0.017121123	0.239	9.0	781.3051600456238
102	79.660576	91.837265	262.36548	-0.577834	344.2	21.697527	9.212401	54.5299	-22.655525	412000	1.0490417e-08	167.74869	-0.01365926	-86.85192	0.55800635	0.015920088	0.20775	7.0	789.6357276439667
103	114.31866	77.70497	248.55435	13.249469	523.8571	15.429986	5.069975	33.791073	-5.799978	416000	-3.0398368e-09	112.361786	-0.04967781	-24.27636	0.55698216	0.01508827	0.207	61.0	797.6189632415771
104	262.20715	7.6743383	273.7002	254.91122	954.25	18.776375	6.666424	44.08907	-2.8636117	420000	1.9073487e-09	182.62079	-0.014895323	-76.684715	0.5452364	0.018039707	0.20675	7.0	804.3279759883881
105	108.60164	88.988556	265.60895	21.529797	425.77777	25.292301	8.16915	52.181385	-10.061792	424000	3.3378602e-09	300.27075	-0.012405655	-148.07678	0.5444607	0.016795458	0.25825	8.0	811.139487028122
106	136.03773	98.95231	264.257	16.229088	561.6667	20.131012	9.709816	46.926277	-16.385298	428000	8.5830685e-09	182.75713	-0.0149431825	-44.057007	0.54313326	0.016449383	0.2595	9.0	817.9792742729187
107	146.54982	90.93881	274.9566	23.223875	534.8571	18.31226	10.463757	44.409477	-10.77181	432000	1.1444092e-08	295.96664	-0.011757253	-92.40045	0.5415437	0.017544316	0.23975	8.0	825.1437497138977
108	167.79768	105.88082	393.4656	36.64744	487.75	28.668242	9.805202	65.0632	2.6475997	436000	-8.225441e-09	225.4286	-0.012277605	-54.6781	0.540034	0.016353194	0.227	8.0	832.5753254890442
109	121.17209	84.74034	268.4604	16.985085	331.16666	28.027842	7.1467023	54.81753	5.443146	440000	-1.07288365e-08	162.56113	-0.014502871	-26.932877	0.53869104	0.015066159	0.21175	7.0	839.3900072574615
110	104.67099	88.57384	294.2684	6.081801	423.33334	28.217796	6.798024	48.93286	3.842096	444000	-1.8835069e-08	320.41727	-0.016882902	-120.06337	0.5377885	0.015070753	0.24675	11.0	846.125809431076
111	134.6484	68.20097	232.53741	45.146244	561.8571	22.294996	5.7457886	45.792564	-1.3956158	448000	-4.2915342e-09	133.95477	-0.012300299	-32.983536	0.5362419	0.015310859	0.17975	6.0	852.9499535560608
112	91.401474	71.25475	217.63072	1.4327093	394.6	20.849281	7.271235	48.939034	-3.9744189	452000	-1.3828277e-08	143.38425	-0.011207214	-37.361748	0.5352585	0.018020356	0.22575	6.0	859.7246739864349
113	157.94469	121.60887	340.56976	9.422121	498.0	19.750378	5.7606072	39.62832	-3.8012667	456000	5.4836273e-09	259.6753	-0.011160836	-100.01398	0.5342694	0.015682051	0.1645	6.0	866.6859624385834
114	180.5609	125.20764	392.95844	58.42782	659.3333	26.768871	7.2403045	56.206318	0.89699805	460000	-3.3378602e-09	239.03381	-0.053581912	-45.58876	0.5330686	0.014491219	0.24725	79.0	874.7250781059265
115	102.21525	82.62344	272.36386	4.263846	385.625	24.924398	6.050547	49.69312	3.926947	464000	8.106232e-09	251.92778	-0.015063984	-49.575974	0.5245782	0.0155332675	0.22375	8.0	881.532173871994
116	86.79849	91.79175	305.76215	-5.109031	355.77777	20.641758	4.989839	43.888744	0.36383757	468000	4.053116e-09	172.1098	-0.011949827	-46.647545	0.5240704	0.015852945	0.22125	9.0	889.3051829338074
117	95.01562	90.45275	275.5666	-6.5572057	323.25	20.038656	6.0287304	41.84847	-14.281181	472000	-7.987023e-09	195.0909	-0.013510611	-69.590576	0.522872	0.0165913	0.25675	8.0	897.0385489463806
118	203.10664	100.88029	321.35455	68.2564	615.8333	22.252018	6.9469733	48.19456	-7.268424	476000	1.4305115e-09	163.02708	-0.012444775	-84.59893	0.52166355	0.017719306	0.19575	8.0	904.4738757610321
119	186.1433	99.47379	347.15216	63.46565	555.0	27.713829	7.6748095	50.953217	-0.4930667	480000	4.768372e-10	171.2493	-0.014376079	-30.416916	0.5207341	0.01577987	0.213	7.0	911.5103123188019
120	159.4105	92.09991	269.9516	20.94466	529.8571	27.023703	8.97216	50.345642	-1.7658265	484000	-6.6757204e-09	208.49155	-0.009927603	-56.125977	0.5197888	0.017554415	0.1955	6.0	918.6493752002716
121	171.27599	102.87195	279.89737	18.46729	585.8333	23.8013	11.756877	54.9778	-6.9857016	488000	6.9141386e-09	228.81001	-0.009019671	-73.55748	0.5187994	0.01533366	0.205	6.0	925.3635065555573
122	227.87337	144.95195	443.72415	11.400185	625.0	27.534113	12.703239	64.87708	-6.4300046	492000	-1.5974045e-08	195.10767	-0.011763095	-68.64865	0.51789165	0.015337617	0.21875	8.0	932.8096680641174
123	118.1103	117.233	306.67834	-3.5729032	510.14285	29.082657	11.189897	64.3458	-0.5211917	496000	-6.7949295e-09	431.50272	-0.01414041	-269.89233	0.51662517	0.01695906	0.203	7.0	940.400999546051
124	125.28322	148.6573	417.22305	-4.0208726	362.66666	19.295704	5.870456	37.809105	-5.297845	500000	1.835823e-08	414.72186	-0.010900369	-240.54492	0.51541424	0.015123712	0.22775	7.0	947.3348820209503
